ID_Venda;ID_Loja;Produto;Categoria;Data_Venda;Qtd;Valor_Unitario
877;105;Cadeira Gamer;Móveis;2026-02-10;6.0;R$ 2022,88
878;101;Capa Protetora;Acessórios;2026-01-28;7.0;R$ 95,1
879;105;Carregador;Acessórios;2026-02-26;2.0;R$ 123,31
880;102;Carregador;Acessórios;2026-03-01;6.0;R$ 65,85
881;104;Suporte Monitor;Móveis;2026-01-14;7.0;R$ 1808,68
882;103;Smart TV;Eletrônicos;2026-01-05;3.0;R$ 5393,04
883;105;Carregador;Acessórios;2026-01-13;2.0;R$ 196,38
884;104;   cadeira gamer  ;Móveis;2026-01-04;9.0;R$ 690,8
885;102;Smartphone;Eletrônicos;2026-02-07;4.0;R$ 2168,2
886;101;Headset;Periféricos;2026-02-13;3.0;R$ 346,57
887;104;Teclado;Periféricos;2026-01-10;7.0;R$ 289,91
888;103;   webcam  ;Periféricos;2026-03-22;;R$ 110,9
889;104;Webcam;Periféricos;2026-02-19;8.0;R$ 171,87
890;104;Suporte Monitor;Móveis;2026-02-20;3.0;R$ 1213,12
891;104;Microfone;Periféricos;2026-03-04;;R$ 250,55
892;105;   cadeira gamer  ;Móveis;2026-03-24;4.0;R$ 2299,22
893;103;   notebook  ;Eletrônicos;2026-03-25;6.0;R$ 2727,45
894;101;Câmera;Eletrônicos;2026-03-22;8.0;R$ 2591,43
895;101;   cadeira gamer  ;Móveis;2026-03-05;6.0;R$ 1774,65
896;102;   filtro de linha  ;;2026-02-27;5.0;R$ 297,72
897;103;Smart TV;Eletrônicos;2026-03-13;3.0;R$ 1164,65
898;103;Teclado;Periféricos;2026-03-02;9.0;R$ 91,33
899;101;Hub USB;Acessórios;2026-02-02;10.0;R$ 21,54
900;103;Teclado;Periféricos;2026-01-01;;R$ 29,22
901;101;Mouse;Periféricos;2026-03-06;3.0;R$ 34,52
902;102;   webcam  ;Periféricos;2026-02-14;2.0;R$ 96,69
903;103;Smartphone;Eletrônicos;2026-01-15;4.0;R$ 1110,28
904;101;Mousepad;Periféricos;2026-02-25;10.0;R$ 184,86
905;105;Headset;Periféricos;2026-01-20;6.0;R$ 343,87
906;102;   mesa de escritório  ;Móveis;2026-03-25;6.0;R$ 2451,65
907;105;   carregador  ;;2026-03-21;4.0;R$ 186,13
908;101;Mesa de Escritório;Móveis;2026-03-14;;R$ 1663,49
909;102;Filtro de Linha;Acessórios;2026-03-02;4.0;R$ 324,73
910;103;Headset;Periféricos;2026-02-21;1.0;R$ 191,89
911;101;Microfone;Periféricos;2026-02-11;;R$ 87,92
912;102;Capa Protetora;Acessórios;2026-02-06;;R$ 227,83
913;101;Teclado;Periféricos;2026-01-03;3.0;R$ 215,57
914;101;Carregador;Acessórios;2026-02-06;4.0;R$ 100,83
915;104;Headset;Periféricos;2026-02-03;6.0;R$ 151,42
916;104;Mousepad;Periféricos;2026-01-25;;R$ 161,04
917;105;Webcam;Periféricos;2026-03-06;5.0;R$ 145,55
918;104;Tablet;;2026-01-23;8.0;R$ 1719,86
919;103;   carregador  ;Acessórios;2026-02-13;6.0;R$ 146,73
920;101;Smartphone;Eletrônicos;2026-03-06;4.0;R$ 4385,87
921;103;   hub usb  ;Acessórios;2026-03-02;7.0;R$ 325,75
922;103;Câmera;Eletrônicos;2026-03-21;3.0;R$ 2028,25
923;105;Mouse;Periféricos;2026-01-25;2.0;R$ 232,65
924;101;Mousepad;Periféricos;2026-01-27;7.0;R$ 103,45
925;104;Gaveteiro;Móveis;2026-03-28;2.0;R$ 540,4
926;103;   microfone  ;Periféricos;2026-02-23;5.0;R$ 22,12
927;104;Hub USB;Acessórios;2026-03-14;3.0;R$ 78,21
928;105;Smartphone;Eletrônicos;2026-03-27;;R$ 1672,5
929;103;Carregador;Acessórios;2026-03-20;2.0;R$ 306,56
930;103;   tablet  ;Eletrônicos;2026-01-19;4.0;R$ 3046,12
931;101;Notebook;Eletrônicos;2026-01-17;1.0;R$ 2565,63
932;104;Hub USB;Acessórios;2026-03-14;6.0;R$ 142,36
933;103;Carregador;;2026-03-02;6.0;R$ 308,12
934;104;Mouse;Periféricos;2026-03-04;9.0;R$ 112,22
935;105;Capa Protetora;Acessórios;2026-02-22;4.0;R$ 21,03
936;103;Câmera;Eletrônicos;2026-02-22;8.0;R$ 1897,73
937;103;   carregador  ;Acessórios;2026-03-28;2.0;R$ 262,31
938;105;Monitor;Eletrônicos;2026-02-26;2.0;R$ 2216,34
939;102;Cabo HDMI;Acessórios;2026-02-22;9.0;R$ 99,5
940;101;Smartphone;Eletrônicos;2026-03-01;3.0;R$ 5166,32
941;103;Cabo HDMI;Acessórios;2026-03-05;9.0;R$ 229,07
942;102;Câmera;Eletrônicos;2026-02-13;7.0;R$ 3873,42
943;102;Headset;Periféricos;2026-01-10;2.0;R$ 56,76
944;101;Mesa de Escritório;Móveis;2026-02-13;10.0;R$ 1921,22
945;104;Hub USB;Acessórios;2026-02-26;3.0;R$ 191,52
946;105;Hub USB;Acessórios;2026-01-27;5.0;R$ 296,28
947;102;Smart TV;Eletrônicos;2026-02-10;9.0;R$ 5454,58
948;104;Mousepad;Periféricos;2026-02-23;7.0;R$ 39,41
949;102;Monitor;Eletrônicos;2026-02-24;7.0;R$ 2205,78
950;101;Hub USB;Acessórios;2026-02-22;8.0;R$ 346,8
951;103;Mesa de Escritório;Móveis;2026-03-28;9.0;R$ 1166,3
952;101;   gaveteiro  ;Móveis;2026-03-06;10.0;R$ 602,63
953;102;Microfone;Periféricos;2026-03-01;6.0;R$ 259,57
954;102;Carregador;Acessórios;2026-03-27;;R$ 325,58
955;101;Smart TV;Eletrônicos;2026-03-11;10.0;R$ 2838,96
956;101;Mousepad;Periféricos;2026-02-10;10.0;R$ 335,0
957;101;Carregador;Acessórios;2026-02-21;8.0;R$ 141,22
958;105;Mouse;Periféricos;2026-03-19;10.0;R$ 178,23
959;104;Carregador;Acessórios;2026-02-19;;R$ 52,82
960;102;Cabo HDMI;Acessórios;2026-02-18;9.0;R$ 278,55
961;105;Monitor;;2026-03-04;3.0;R$ 4851,42
962;103;Notebook;Eletrônicos;2026-01-19;;R$ 3867,41
963;101;Smart TV;Eletrônicos;2026-02-12;9.0;R$ 1606,54
964;101;Gaveteiro;Móveis;2026-01-19;8.0;R$ 1829,22
965;105;Microfone;Periféricos;2026-01-22;1.0;R$ 98,24
966;102;Webcam;Periféricos;2026-02-09;3.0;R$ 260,6
967;102;Carregador;Acessórios;2026-01-09;7.0;R$ 330,27
968;103;Microfone;Periféricos;2026-02-19;9.0;R$ 219,63
969;104;Cabo HDMI;Acessórios;2026-03-08;2.0;R$ 109,14
970;103;   tablet  ;Eletrônicos;2026-02-25;5.0;R$ 1487,75
971;102;Cabo HDMI;Acessórios;2026-01-06;9.0;R$ 260,35
972;105;Suporte Monitor;Móveis;2026-03-09;;R$ 517,95
973;102;Gaveteiro;Móveis;2026-02-19;3.0;R$ 869,93
974;102;Capa Protetora;Acessórios;2026-03-09;1.0;R$ 323,09
975;105;Carregador;Acessórios;2026-01-15;6.0;R$ 283,49
976;102;Cadeira Gamer;Móveis;2026-02-14;6.0;R$ 2159,54
977;101;Webcam;Periféricos;2026-01-03;5.0;R$ 202,87
978;104;Mousepad;Periféricos;2026-02-17;9.0;R$ 250,3
979;101;Capa Protetora;Acessórios;2026-03-12;4.0;R$ 348,09
980;105;   smart tv  ;Eletrônicos;2026-02-06;9.0;R$ 5047,85
981;103;Smartphone;Eletrônicos;2026-02-13;3.0;R$ 2554,43
982;105;Tablet;Eletrônicos;2026-02-16;;R$ 2044,33
983;103;Smartphone;Eletrônicos;2026-03-28;;R$ 1070,23
984;101;   tablet  ;Eletrônicos;2026-03-06;7.0;R$ 2466,3
985;105;Mousepad;Periféricos;2026-01-16;1.0;R$ 71,36
986;103;Gaveteiro;Móveis;2026-01-18;5.0;R$ 539,13
987;103;Cabo HDMI;Acessórios;2026-02-28;4.0;R$ 56,52
988;103;Monitor;Eletrônicos;2026-03-07;8.0;R$ 5310,58
989;104;   headset  ;Periféricos;2026-02-17;7.0;R$ 63,37
990;103;Câmera;;2026-01-02;6.0;R$ 2819,43
991;103;Cabo HDMI;Acessórios;2026-02-08;10.0;R$ 70,32
992;103;Microfone;Periféricos;2026-02-07;8.0;R$ 253,13
993;102;Webcam;;2026-03-21;3.0;R$ 95,7
994;102;Cabo HDMI;Acessórios;2026-03-07;2.0;R$ 305,24
995;102;Headset;Periféricos;2026-02-16;1.0;R$ 188,26
996;103;Gaveteiro;Móveis;2026-01-11;;R$ 699,85
997;103;Hub USB;Acessórios;2026-03-04;7.0;R$ 81,0
998;101;Câmera;Eletrônicos;2026-03-25;3.0;R$ 2356,7
999;105;Mesa de Escritório;Móveis;2026-03-09;;R$ 1585,52
1000;105;Notebook;Eletrônicos;2026-03-21;4.0;R$ 1706,76
1001;105;Suporte Monitor;Móveis;2026-03-16;4.0;R$ 1473,83
1002;103;Suporte Monitor;Móveis;2026-02-21;;R$ 2303,87
1003;105;Monitor;Eletrônicos;2026-03-09;3.0;R$ 2161,38
1004;102;Carregador;Acessórios;2026-03-18;9.0;R$ 340,61
1005;104;   capa protetora  ;Acessórios;2026-02-07;3.0;R$ 21,19
1006;105;Capa Protetora;Acessórios;2026-03-24;9.0;R$ 105,42
1007;101;Teclado;Periféricos;2026-01-18;4.0;R$ 116,31
1008;102;Cadeira Gamer;Móveis;2026-03-08;;R$ 1476,11
1009;103;Cadeira Gamer;Móveis;2026-03-18;5.0;R$ 1888,58
1010;101;Tablet;Eletrônicos;2026-01-24;5.0;R$ 1630,66
1011;105;Câmera;Eletrônicos;2026-03-23;7.0;R$ 5244,58
1012;102;Filtro de Linha;Acessórios;2026-02-09;4.0;R$ 211,95
1013;102;Hub USB;Acessórios;2026-01-16;2.0;R$ 183,67
1014;105;Filtro de Linha;Acessórios;2026-03-10;1.0;R$ 122,35
1015;102;Monitor;Eletrônicos;2026-01-14;4.0;R$ 2938,61
1016;102;Smart TV;Eletrônicos;2026-01-13;7.0;R$ 897,36
1017;101;   teclado  ;Periféricos;2026-01-09;3.0;R$ 329,74
1018;101;Cadeira Gamer;Móveis;2026-01-05;8.0;R$ 1971,28
1019;104;   teclado  ;Periféricos;2026-01-18;5.0;R$ 227,07
1020;103;   smart tv  ;Eletrônicos;2026-02-05;;R$ 5087,18
1021;103;Microfone;Periféricos;2026-02-22;2.0;R$ 182,3
1022;103;   cadeira gamer  ;Móveis;2026-03-11;2.0;R$ 1093,09
1023;102;Mousepad;Periféricos;2026-03-11;10.0;R$ 79,85
1024;105;Suporte Monitor;Móveis;2026-01-09;8.0;R$ 1755,81
1025;101;Monitor;Eletrônicos;2026-03-05;6.0;R$ 1494,57
1026;101;Smart TV;Eletrônicos;2026-02-24;5.0;R$ 1479,94
1027;103;Gaveteiro;Móveis;2026-02-16;7.0;R$ 1623,83
1028;102;Carregador;Acessórios;2026-03-16;9.0;R$ 196,14
1029;105;Capa Protetora;;2026-03-25;4.0;R$ 252,02
1030;101;Gaveteiro;Móveis;2026-01-04;1.0;R$ 2305,0
1031;102;Gaveteiro;Móveis;2026-01-27;9.0;R$ 2438,0
1032;101;Mouse;Periféricos;2026-03-23;;R$ 144,56
1033;101;   smartphone  ;Eletrônicos;2026-03-28;3.0;R$ 941,87
1034;105;Filtro de Linha;Acessórios;2026-01-16;3.0;R$ 266,88
1035;103;Cabo HDMI;Acessórios;2026-02-04;3.0;R$ 39,8
1036;102;Smartphone;Eletrônicos;2026-02-22;8.0;R$ 3404,53
1037;102;Filtro de Linha;Acessórios;2026-02-03;9.0;R$ 144,59
1038;101;Mousepad;Periféricos;2026-01-27;;R$ 219,68
1039;104;   filtro de linha  ;Acessórios;2026-01-26;6.0;R$ 233,39
1040;105;Cadeira Gamer;Móveis;2026-01-10;;R$ 1491,45
1041;103;   webcam  ;Periféricos;2026-01-21;;R$ 99,31
1042;104;Notebook;Eletrônicos;2026-02-03;5.0;R$ 839,85
1043;102;Gaveteiro;Móveis;2026-03-12;;R$ 1845,84
1044;101;Mouse;;2026-03-26;7.0;R$ 177,39
1045;104;Câmera;Eletrônicos;2026-01-23;4.0;R$ 4956,69
1046;102;Gaveteiro;Móveis;2026-01-11;5.0;R$ 1092,7
1047;104;   teclado  ;Periféricos;2026-03-20;2.0;R$ 336,15
1048;101;Headset;Periféricos;2026-03-28;2.0;R$ 184,64
1049;101;Suporte Monitor;Móveis;2026-02-03;2.0;R$ 694,21
1050;103;Filtro de Linha;Acessórios;2026-01-19;8.0;R$ 33,07
1051;102;Hub USB;Acessórios;2026-03-28;10.0;R$ 334,17
1052;103;   smart tv  ;Eletrônicos;2026-03-02;4.0;R$ 4088,8
1053;104;Webcam;Periféricos;2026-02-28;2.0;R$ 93,61
1054;104;Cabo HDMI;Acessórios;2026-01-06;2.0;R$ 322,76
1055;103;Tablet;Eletrônicos;2026-02-20;8.0;R$ 1799,39
1056;105;Mousepad;Periféricos;2026-01-21;;R$ 125,66
1057;103;Carregador;Acessórios;2026-01-02;4.0;R$ 306,45
1058;102;Monitor;Eletrônicos;2026-01-09;7.0;R$ 1184,03
1059;102;Mesa de Escritório;Móveis;2026-01-03;7.0;R$ 1052,44
1060;104;Carregador;Acessórios;2026-03-23;3.0;R$ 338,64
1061;101;Mouse;Periféricos;2026-03-22;10.0;R$ 223,45
1062;103;Monitor;Eletrônicos;2026-02-05;8.0;R$ 4862,22
1063;105;Smartphone;;2026-01-21;8.0;R$ 3802,91
1064;102;Capa Protetora;Acessórios;2026-01-20;7.0;R$ 91,33
1065;101;Suporte Monitor;Móveis;2026-01-10;5.0;R$ 1404,59
1066;104;Carregador;Acessórios;2026-02-12;9.0;R$ 160,53
1067;104;Hub USB;Acessórios;2026-01-18;10.0;R$ 73,68
1068;104;   cadeira gamer  ;Móveis;2026-01-26;;R$ 497,2
1069;105;Câmera;Eletrônicos;2026-02-17;10.0;R$ 4587,59
1070;104;Cabo HDMI;Acessórios;2026-01-28;8.0;R$ 333,68
1071;104;Tablet;Eletrônicos;2026-01-17;5.0;R$ 2057,76
1072;104;Mouse;Periféricos;2026-02-02;1.0;R$ 28,66
1073;105;Suporte Monitor;Móveis;2026-01-19;7.0;R$ 832,03
1074;101;Filtro de Linha;Acessórios;2026-03-13;3.0;R$ 153,03
1075;102;Câmera;Eletrônicos;2026-03-26;7.0;R$ 4762,24
1076;103;Mouse;Periféricos;2026-01-01;7.0;R$ 23,81
1077;105;Smart TV;Eletrônicos;2026-02-01;3.0;R$ 5422,05
1078;102;Mesa de Escritório;Móveis;2026-03-27;4.0;R$ 1897,89
1079;101;Cadeira Gamer;Móveis;2026-01-21;1.0;R$ 1704,45
1080;105;Notebook;Eletrônicos;2026-01-10;;R$ 5004,64
1081;102;Cabo HDMI;Acessórios;2026-02-26;1.0;R$ 156,54
1082;104;Hub USB;Acessórios;2026-03-15;;R$ 79,34
1083;105;Notebook;;2026-02-12;8.0;R$ 5476,11
1084;103;Monitor;Eletrônicos;2026-03-01;9.0;R$ 908,28
1085;101;Mouse;Periféricos;2026-02-05;4.0;R$ 47,54
1086;102;Tablet;Eletrônicos;2026-03-18;5.0;R$ 2995,11
1087;102;Mesa de Escritório;Móveis;2026-01-22;5.0;R$ 2416,12
1088;102;Microfone;Periféricos;2026-02-14;8.0;R$ 159,83
1089;105;Carregador;Acessórios;2026-01-19;6.0;R$ 143,41
1090;101;Gaveteiro;Móveis;2026-02-20;;R$ 1074,96
1091;102;Mesa de Escritório;Móveis;2026-01-07;6.0;R$ 1118,32
1092;101;Mesa de Escritório;Móveis;2026-02-19;6.0;R$ 2277,24
1093;105;Mouse;Periféricos;2026-03-09;10.0;R$ 332,27
1094;104;Hub USB;;2026-02-07;4.0;R$ 36,39
1095;101;   smartphone  ;;2026-01-20;6.0;R$ 3578,5
1096;105;Smartphone;Eletrônicos;2026-02-05;7.0;R$ 973,94
1097;101;Smartphone;Eletrônicos;2026-01-27;7.0;R$ 4199,29
1098;105;Gaveteiro;Móveis;2026-03-02;7.0;R$ 956,58
1099;101;Cadeira Gamer;Móveis;2026-01-08;1.0;R$ 2116,0
1100;104;Teclado;;2026-01-07;6.0;R$ 289,33
1101;101;Cadeira Gamer;Móveis;2026-01-02;5.0;R$ 465,09
1102;103;Teclado;Periféricos;2026-03-15;2.0;R$ 61,68
1103;104;Cabo HDMI;Acessórios;2026-03-17;4.0;R$ 210,7
1104;104;Mouse;Periféricos;2026-02-25;5.0;R$ 254,76
1105;102;Notebook;Eletrônicos;2026-02-02;4.0;R$ 861,7
1106;101;Mesa de Escritório;Móveis;2026-03-25;9.0;R$ 1430,64
1107;102;Monitor;Eletrônicos;2026-01-12;7.0;R$ 5382,8
1108;102;Tablet;Eletrônicos;2026-02-06;5.0;R$ 5272,02
1109;101;Monitor;Eletrônicos;2026-01-15;3.0;R$ 2053,76
1110;101;Tablet;Eletrônicos;2026-02-07;3.0;R$ 2665,56
1111;103;Notebook;Eletrônicos;2026-03-13;7.0;R$ 1711,48
1112;105;   capa protetora  ;Acessórios;2026-02-04;1.0;R$ 233,29
1113;101;Mesa de Escritório;Móveis;2026-01-18;2.0;R$ 906,01
1114;104;Monitor;Eletrônicos;2026-03-27;5.0;R$ 3127,31
1115;105;Cadeira Gamer;Móveis;2026-01-06;9.0;R$ 2297,12
1116;102;   headset  ;Periféricos;2026-03-03;3.0;R$ 81,82
1117;104;   hub usb  ;Acessórios;2026-01-06;5.0;R$ 310,81
1118;103;Capa Protetora;;2026-01-16;;R$ 175,95
1119;103;Webcam;Periféricos;2026-03-06;;R$ 275,83
1120;104;Suporte Monitor;Móveis;2026-03-16;;R$ 1101,44
1121;105;Cabo HDMI;Acessórios;2026-02-22;;R$ 260,31
1122;102;Gaveteiro;Móveis;2026-01-08;10.0;R$ 1930,23
1123;102;Cabo HDMI;Acessórios;2026-02-21;9.0;R$ 316,74
1124;103;Suporte Monitor;Móveis;2026-02-19;7.0;R$ 2379,59
1125;103;Smartphone;Eletrônicos;2026-02-19;6.0;R$ 2155,52
1126;104;Webcam;Periféricos;2026-02-20;9.0;R$ 239,23
1127;101;Cabo HDMI;;2026-01-10;10.0;R$ 60,73
1128;101;Tablet;Eletrônicos;2026-01-12;5.0;R$ 4490,74
1129;101;Mesa de Escritório;Móveis;2026-03-07;;R$ 1587,49
1130;103;Microfone;Periféricos;2026-03-13;7.0;R$ 151,71
1131;105;Mesa de Escritório;Móveis;2026-03-14;6.0;R$ 2069,64
1132;104;Headset;Periféricos;2026-02-03;5.0;R$ 207,0
1133;104;Monitor;Eletrônicos;2026-03-15;6.0;R$ 3167,93
1134;104;   carregador  ;Acessórios;2026-02-01;9.0;R$ 28,72
1135;103;   webcam  ;Periféricos;2026-03-12;3.0;R$ 224,89
1136;104;   mousepad  ;Periféricos;2026-03-01;8.0;R$ 286,47
1137;101;Cadeira Gamer;Móveis;2026-02-20;2.0;R$ 2108,27
1138;101;Câmera;Eletrônicos;2026-01-17;3.0;R$ 3441,63
1139;102;Suporte Monitor;Móveis;2026-03-01;8.0;R$ 1672,06
1140;101;Monitor;Eletrônicos;2026-01-04;8.0;R$ 915,89
1141;103;Carregador;Acessórios;2026-01-27;4.0;R$ 297,77
1142;105;Smartphone;Eletrônicos;2026-01-21;1.0;R$ 1668,6
1143;105;Mousepad;Periféricos;2026-02-10;5.0;R$ 240,29
1144;104;Cabo HDMI;Acessórios;2026-02-14;7.0;R$ 68,89
1145;105;   cadeira gamer  ;Móveis;2026-03-21;10.0;R$ 1277,85
1146;104;Cadeira Gamer;Móveis;2026-01-12;9.0;R$ 2182,85
1147;104;Monitor;Eletrônicos;2026-03-05;6.0;R$ 3882,89
1148;102;Suporte Monitor;Móveis;2026-02-03;8.0;R$ 1128,35
1149;105;Mesa de Escritório;Móveis;2026-03-11;10.0;R$ 2401,43
1150;101;Câmera;Eletrônicos;2026-01-08;2.0;R$ 3926,73
1151;102;Mouse;Periféricos;2026-01-24;7.0;R$ 269,42
1152;101;Câmera;Eletrônicos;2026-01-15;6.0;R$ 3650,71
1153;104;Filtro de Linha;Acessórios;2026-03-19;9.0;R$ 85,91
1154;102;   mousepad  ;Periféricos;2026-03-26;;R$ 48,39
1155;101;Mouse;Periféricos;2026-02-25;7.0;R$ 207,54
1156;105;Filtro de Linha;Acessórios;2026-01-19;8.0;R$ 185,28
1157;101;   carregador  ;Acessórios;2026-03-13;2.0;R$ 207,82
1158;104;Mouse;Periféricos;2026-03-18;6.0;R$ 27,44
1159;104;Cadeira Gamer;Móveis;2026-01-10;2.0;R$ 1475,73
1160;103;Capa Protetora;Acessórios;2026-01-18;2.0;R$ 212,31
1161;101;Gaveteiro;Móveis;2026-02-07;;R$ 2253,66
1162;103;   monitor  ;Eletrônicos;2026-02-03;10.0;R$ 5050,32
1163;101;Capa Protetora;Acessórios;2026-03-20;2.0;R$ 312,88
1164;101;Smartphone;Eletrônicos;2026-03-08;6.0;R$ 2828,12
1165;101;Notebook;Eletrônicos;2026-01-18;10.0;R$ 4843,38
1166;101;   carregador  ;Acessórios;2026-03-05;7.0;R$ 251,44
1167;105;   suporte monitor  ;Móveis;2026-01-11;7.0;R$ 2319,75
1168;104;   notebook  ;Eletrônicos;2026-03-08;1.0;R$ 1160,07
1169;103;Headset;Periféricos;2026-01-20;7.0;R$ 177,97
1170;105;Mousepad;Periféricos;2026-03-24;6.0;R$ 316,22
1171;103;Mesa de Escritório;Móveis;2026-03-09;6.0;R$ 1835,1
1172;105;Hub USB;Acessórios;2026-01-07;3.0;R$ 297,67
1173;101;Mesa de Escritório;Móveis;2026-01-08;8.0;R$ 1729,8
1174;101;Suporte Monitor;Móveis;2026-03-13;;R$ 2119,79
1175;104;Smartphone;Eletrônicos;2026-02-15;1.0;R$ 1854,91
1176;103;Smart TV;Eletrônicos;2026-02-01;10.0;R$ 4346,05
1177;105;Mouse;Periféricos;2026-02-24;10.0;R$ 163,25
1178;101;Smart TV;Eletrônicos;2026-02-24;5.0;R$ 4835,02
1179;105;Mesa de Escritório;Móveis;2026-02-15;;R$ 590,12
1180;101;Webcam;Periféricos;2026-02-11;10.0;R$ 150,22
1181;105;   notebook  ;Eletrônicos;2026-02-19;6.0;R$ 4729,2
1182;101;Cabo HDMI;Acessórios;2026-02-16;;R$ 91,89
1183;105;   cadeira gamer  ;Móveis;2026-02-06;5.0;R$ 1985,15
1184;102;Webcam;Periféricos;2026-03-02;;R$ 57,77
1185;105;Cadeira Gamer;Móveis;2026-03-23;4.0;R$ 433,79
1186;103;Smart TV;Eletrônicos;2026-01-12;2.0;R$ 1164,15
1187;103;Gaveteiro;Móveis;2026-01-21;7.0;R$ 2226,88
1188;103;Hub USB;Acessórios;2026-02-10;10.0;R$ 30,28
1189;105;Notebook;Eletrônicos;2026-03-07;6.0;R$ 3200,74
1190;103;   mousepad  ;Periféricos;2026-03-02;3.0;R$ 145,76
1191;102;Capa Protetora;Acessórios;2026-03-04;9.0;R$ 283,41
1192;103;Mesa de Escritório;Móveis;2026-03-10;4.0;R$ 1023,11
1193;103;Câmera;Eletrônicos;2026-01-15;7.0;R$ 2500,84
1194;104;Mousepad;Periféricos;2026-02-08;10.0;R$ 293,18
1195;104;Webcam;Periféricos;2026-02-26;5.0;R$ 132,72
1196;102;Filtro de Linha;Acessórios;2026-01-15;1.0;R$ 75,03
1197;104;Monitor;Eletrônicos;2026-01-27;7.0;R$ 912,48
1198;105;Carregador;Acessórios;2026-02-05;7.0;R$ 249,99
1199;103;Câmera;Eletrônicos;2026-01-03;6.0;R$ 5264,62
1200;104;Gaveteiro;Móveis;2026-03-05;3.0;R$ 1892,16
1201;102;Smart TV;Eletrônicos;2026-03-12;8.0;R$ 2583,06
1202;101;Headset;Periféricos;2026-02-11;1.0;R$ 206,16
1203;104;Suporte Monitor;Móveis;2026-02-11;;R$ 2397,73
1204;102;Capa Protetora;Acessórios;2026-02-19;10.0;R$ 123,74
1205;104;Filtro de Linha;Acessórios;2026-01-10;5.0;R$ 346,31
1206;102;Monitor;Eletrônicos;2026-03-27;;R$ 4347,86
1207;105;Mouse;Periféricos;2026-02-27;1.0;R$ 141,95
1208;104;Mousepad;Periféricos;2026-02-04;2.0;R$ 166,65
1209;103;Tablet;Eletrônicos;2026-01-24;4.0;R$ 4218,6
1210;105;Câmera;Eletrônicos;2026-03-11;1.0;R$ 2836,87
1211;105;Câmera;Eletrônicos;2026-03-01;4.0;R$ 1443,31
1212;103;Filtro de Linha;Acessórios;2026-02-27;3.0;R$ 262,08
1213;105;Mouse;Periféricos;2026-02-03;8.0;R$ 204,05
1214;103;Capa Protetora;Acessórios;2026-01-21;6.0;R$ 179,8
1215;102;Gaveteiro;Móveis;2026-02-26;7.0;R$ 1615,25
1216;103;   carregador  ;Acessórios;2026-02-08;7.0;R$ 58,22
1217;104;Mousepad;Periféricos;2026-02-20;;R$ 246,78
1218;104;Smart TV;Eletrônicos;2026-02-09;6.0;R$ 2732,78
1219;101;Gaveteiro;Móveis;2026-03-08;;R$ 1699,79
1220;102;Microfone;;2026-01-20;10.0;R$ 128,8
1221;104;Câmera;Eletrônicos;2026-02-12;;R$ 1098,28
1222;102;Filtro de Linha;Acessórios;2026-02-26;3.0;R$ 320,52
1223;101;Notebook;Eletrônicos;2026-03-04;9.0;R$ 2670,31
1224;102;Mouse;Periféricos;2026-02-24;2.0;R$ 288,29
1225;103;Notebook;Eletrônicos;2026-01-17;7.0;R$ 894,72
1226;101;Filtro de Linha;Acessórios;2026-03-28;5.0;R$ 278,97
1227;104;Mouse;Periféricos;2026-02-21;10.0;R$ 175,56
1228;105;Gaveteiro;Móveis;2026-02-23;9.0;R$ 1414,51
1229;103;Smartphone;Eletrônicos;2026-01-19;1.0;R$ 2667,54
1230;103;Mesa de Escritório;Móveis;2026-03-03;2.0;R$ 1533,95
1231;101;   mousepad  ;Periféricos;2026-03-27;8.0;R$ 192,72
1232;104;Gaveteiro;Móveis;2026-02-24;;R$ 2135,51
1233;101;Mesa de Escritório;Móveis;2026-03-26;8.0;R$ 1500,3
1234;104;Notebook;Eletrônicos;2026-02-23;2.0;R$ 2565,72
1235;102;   mousepad  ;Periféricos;2026-01-02;7.0;R$ 183,41
1236;105;Carregador;Acessórios;2026-01-10;2.0;R$ 163,71
1237;105;Suporte Monitor;Móveis;2026-03-21;3.0;R$ 611,34
1238;103;   gaveteiro  ;Móveis;2026-02-07;6.0;R$ 2339,58
1239;105;Cabo HDMI;Acessórios;2026-02-14;;R$ 69,62
1240;102;Microfone;Periféricos;2026-01-18;;R$ 129,24
1241;103;Headset;Periféricos;2026-03-01;4.0;R$ 110,61
1242;103;   gaveteiro  ;Móveis;2026-02-18;9.0;R$ 1711,52
1243;102;Mesa de Escritório;Móveis;2026-02-19;2.0;R$ 578,75
1244;105;Gaveteiro;Móveis;2026-01-06;1.0;R$ 2023,4
1245;102;Teclado;Periféricos;2026-02-28;1.0;R$ 126,7
1246;104;Carregador;Acessórios;2026-02-10;9.0;R$ 270,8
1247;104;Suporte Monitor;Móveis;2026-03-11;9.0;R$ 472,04
1248;103;Mousepad;Periféricos;2026-03-15;8.0;R$ 249,38
1249;103;Mouse;Periféricos;2026-02-28;8.0;R$ 274,35
1250;102;Hub USB;Acessórios;2026-01-24;1.0;R$ 84,63
1251;103;Tablet;Eletrônicos;2026-02-17;;R$ 3651,84
1252;101;Suporte Monitor;Móveis;2026-03-02;10.0;R$ 2111,32
1253;104;Filtro de Linha;;2026-02-24;;R$ 286,45
1254;102;   teclado  ;Periféricos;2026-01-14;2.0;R$ 38,5
1255;105;Mesa de Escritório;Móveis;2026-03-20;1.0;R$ 1031,86
1256;102;Cadeira Gamer;Móveis;2026-03-13;7.0;R$ 2142,98
1257;105;Microfone;Periféricos;2026-02-03;3.0;R$ 166,32
